bank,id,voice,duration,peak_dbfs,status,error
VB04,VOX_LOSS_MAN_04,Dante - Dark Mafia,1.53,-1.6,ok,
VB05,VOX_LOSS_MAN_04,David - Deep Southern,1.35,-4.6,ok,
VB06,VOX_LOSS_MAN_04,Antonio - Grumpy Grandpa,1.53,-1.5,ok,
VB07,VOX_LOSS_MAN_04,Jerry B. - NY Italian,1.35,-1.6,ok,
VB08,VOX_LOSS_MAN_04,Austin - Deep Raspy,1.39,-1.5,ok,
VB01,VOX_PIN_HELD_01,Tony - Tough Cocky,1.07,-1.5,ok,
VB02,VOX_PIN_HELD_01,Syndicate - Top G,0.84,-1.5,ok,
VB03,VOX_PIN_HELD_01,Pauly - Brooklyn Wise Guy,1.21,-1.7,ok,
VB04,VOX_PIN_HELD_01,Dante - Dark Mafia,1.11,-2.0,ok,
VB05,VOX_PIN_HELD_01,David - Deep Southern,1.07,-7.1,ok,
VB06,VOX_PIN_HELD_01,Antonio - Grumpy Grandpa,1.07,-1.5,ok,
VB07,VOX_PIN_HELD_01,Jerry B. - NY Italian,1.07,-1.5,ok,
VB08,VOX_PIN_HELD_01,Austin - Deep Raspy,0.98,-1.9,ok,
VB01,VOX_PIN_HELD_02,Tony - Tough Cocky,0.93,-1.5,ok,
VB02,VOX_PIN_HELD_02,Syndicate - Top G,1.02,-1.5,ok,
VB03,VOX_PIN_HELD_02,Pauly - Brooklyn Wise Guy,1.30,-2.0,ok,
VB04,VOX_PIN_HELD_02,Dante - Dark Mafia,1.11,-1.5,ok,
VB05,VOX_PIN_HELD_02,David - Deep Southern,1.16,-4.7,ok,
VB06,VOX_PIN_HELD_02,Antonio - Grumpy Grandpa,1.44,-1.5,ok,
VB07,VOX_PIN_HELD_02,Jerry B. - NY Italian,1.11,-1.5,ok,
VB08,VOX_PIN_HELD_02,Austin - Deep Raspy,1.21,-1.5,ok,
VB01,VOX_PIN_HELD_03,Tony - Tough Cocky,1.02,-1.6,ok,
VB02,VOX_PIN_HELD_03,Syndicate - Top G,1.07,-1.5,ok,
VB03,VOX_PIN_HELD_03,Pauly - Brooklyn Wise Guy,1.53,-2.8,ok,
VB04,VOX_PIN_HELD_03,Dante - Dark Mafia,1.44,-1.7,ok,
VB05,VOX_PIN_HELD_03,David - Deep Southern,1.39,-5.5,ok,
VB06,VOX_PIN_HELD_03,Antonio - Grumpy Grandpa,1.39,-1.5,ok,
VB07,VOX_PIN_HELD_03,Jerry B. - NY Italian,1.21,-1.6,ok,
VB08,VOX_PIN_HELD_03,Austin - Deep Raspy,1.35,-1.6,ok,
VB01,VOX_WARN_CALL_01,Tony - Tough Cocky,0.93,-2.1,ok,
VB02,VOX_WARN_CALL_01,Syndicate - Top G,0.70,-1.5,ok,
VB03,VOX_WARN_CALL_01,Pauly - Brooklyn Wise Guy,1.02,-2.6,ok,
VB04,VOX_WARN_CALL_01,Dante - Dark Mafia,1.07,-2.5,ok,
VB05,VOX_WARN_CALL_01,David - Deep Southern,0.88,-7.4,ok,
VB06,VOX_WARN_CALL_01,Antonio - Grumpy Grandpa,0.88,-2.7,ok,
VB07,VOX_WARN_CALL_01,Jerry B. - NY Italian,0.79,-3.1,ok,
VB08,VOX_WARN_CALL_01,Austin - Deep Raspy,0.84,-1.6,ok,
VB01,VOX_WARN_CALL_02,Tony - Tough Cocky,0.93,-1.5,ok,
VB02,VOX_WARN_CALL_02,Syndicate - Top G,0.79,-2.1,ok,
VB03,VOX_WARN_CALL_02,Pauly - Brooklyn Wise Guy,1.07,-1.5,ok,
VB04,VOX_WARN_CALL_02,Dante - Dark Mafia,1.11,-2.8,ok,
VB05,VOX_WARN_CALL_02,David - Deep Southern,0.79,-3.6,ok,
VB06,VOX_WARN_CALL_02,Antonio - Grumpy Grandpa,1.11,-1.5,ok,
VB07,VOX_WARN_CALL_02,Jerry B. - NY Italian,0.93,-1.5,ok,
VB08,VOX_WARN_CALL_02,Austin - Deep Raspy,0.93,-1.5,ok,
VB01,VOX_WARN_CALL_03,Tony - Tough Cocky,0.70,-1.5,ok,
VB02,VOX_WARN_CALL_03,Syndicate - Top G,0.65,-1.6,ok,
VB03,VOX_WARN_CALL_03,Pauly - Brooklyn Wise Guy,0.84,-2.1,ok,
VB04,VOX_WARN_CALL_03,Dante - Dark Mafia,0.98,-1.5,ok,
VB05,VOX_WARN_CALL_03,David - Deep Southern,0.88,-7.1,ok,
VB06,VOX_WARN_CALL_03,Antonio - Grumpy Grandpa,1.07,-1.5,ok,
VB07,VOX_WARN_CALL_03,Jerry B. - NY Italian,0.79,-1.5,ok,
VB08,VOX_WARN_CALL_03,Austin - Deep Raspy,0.84,-1.6,ok,
VB01,VOX_SURR_HANDS_01,Tony - Tough Cocky,1.76,-1.5,ok,
VB02,VOX_SURR_HANDS_01,Syndicate - Top G,1.35,-1.7,ok,
VB03,VOX_SURR_HANDS_01,Pauly - Brooklyn Wise Guy,1.86,-2.3,ok,
VB04,VOX_SURR_HANDS_01,Dante - Dark Mafia,2.28,-3.6,ok,
VB05,VOX_SURR_HANDS_01,David - Deep Southern,1.53,-4.8,ok,
VB06,VOX_SURR_HANDS_01,Antonio - Grumpy Grandpa,1.58,-1.9,ok,
VB07,VOX_SURR_HANDS_01,Jerry B. - NY Italian,1.21,-1.5,ok,
VB08,VOX_SURR_HANDS_01,Austin - Deep Raspy,1.53,-1.5,ok,
VB01,VOX_SURR_HANDS_02,Tony - Tough Cocky,1.53,-1.5,ok,
VB02,VOX_SURR_HANDS_02,Syndicate - Top G,1.30,-1.6,ok,
VB03,VOX_SURR_HANDS_02,Pauly - Brooklyn Wise Guy,2.00,-1.6,ok,
VB04,VOX_SURR_HANDS_02,Dante - Dark Mafia,1.76,-1.5,ok,
VB05,VOX_SURR_HANDS_02,David - Deep Southern,1.44,-5.5,ok,
VB06,VOX_SURR_HANDS_02,Antonio - Grumpy Grandpa,1.49,-1.6,ok,
VB07,VOX_SURR_HANDS_02,Jerry B. - NY Italian,1.35,-1.5,ok,
VB08,VOX_SURR_HANDS_02,Austin - Deep Raspy,1.49,-1.8,ok,
VB01,VOX_SURR_HANDS_03,Tony - Tough Cocky,1.90,-1.6,ok,
VB02,VOX_SURR_HANDS_03,Syndicate - Top G,1.67,-1.5,ok,
VB03,VOX_SURR_HANDS_03,Pauly - Brooklyn Wise Guy,2.41,-1.9,ok,
VB04,VOX_SURR_HANDS_03,Dante - Dark Mafia,3.16,-1.5,ok,
VB05,VOX_SURR_HANDS_03,David - Deep Southern,1.95,-4.1,ok,
VB06,VOX_SURR_HANDS_03,Antonio - Grumpy Grandpa,2.00,-2.6,ok,
VB07,VOX_SURR_HANDS_03,Jerry B. - NY Italian,1.58,-2.0,ok,
VB08,VOX_SURR_HANDS_03,Austin - Deep Raspy,1.76,-1.5,ok,
VB01,VOX_LAW_HEAT_01,Tony - Tough Cocky,0.56,-1.5,ok,
VB02,VOX_LAW_HEAT_01,Syndicate - Top G,0.65,-1.5,ok,
VB03,VOX_LAW_HEAT_01,Pauly - Brooklyn Wise Guy,0.93,-1.6,ok,
VB04,VOX_LAW_HEAT_01,Dante - Dark Mafia,0.84,-1.5,ok,
VB05,VOX_LAW_HEAT_01,David - Deep Southern,0.84,-5.5,ok,
VB06,VOX_LAW_HEAT_01,Antonio - Grumpy Grandpa,0.84,-1.5,ok,
VB07,VOX_LAW_HEAT_01,Jerry B. - NY Italian,0.84,-1.5,ok,
VB08,VOX_LAW_HEAT_01,Austin - Deep Raspy,0.74,-1.5,ok,
VB01,VOX_LAW_HEAT_02,Tony - Tough Cocky,1.21,-4.0,ok,
VB02,VOX_LAW_HEAT_02,Syndicate - Top G,1.07,-2.7,ok,
VB03,VOX_LAW_HEAT_02,Pauly - Brooklyn Wise Guy,1.72,-3.9,ok,
VB04,VOX_LAW_HEAT_02,Dante - Dark Mafia,1.49,-1.5,ok,
VB05,VOX_LAW_HEAT_02,David - Deep Southern,1.39,-2.4,ok,
VB06,VOX_LAW_HEAT_02,Antonio - Grumpy Grandpa,1.35,-2.4,ok,
VB07,VOX_LAW_HEAT_02,Jerry B. - NY Italian,1.11,-1.6,ok,
VB08,VOX_LAW_HEAT_02,Austin - Deep Raspy,1.30,-1.5,ok,
VB01,VOX_LAW_HEAT_03,Tony - Tough Cocky,1.44,-1.5,ok,
VB02,VOX_LAW_HEAT_03,Syndicate - Top G,1.49,-1.5,ok,
VB03,VOX_LAW_HEAT_03,Pauly - Brooklyn Wise Guy,2.14,-1.5,ok,
VB04,VOX_LAW_HEAT_03,Dante - Dark Mafia,2.00,-1.6,ok,
VB05,VOX_LAW_HEAT_03,David - Deep Southern,1.86,-4.7,ok,
VB06,VOX_LAW_HEAT_03,Antonio - Grumpy Grandpa,1.63,-1.5,ok,
VB07,VOX_LAW_HEAT_03,Jerry B. - NY Italian,1.39,-1.5,ok,
VB08,VOX_LAW_HEAT_03,Austin - Deep Raspy,1.53,-1.5,ok,
VB01,VOX_WIN_OVER_01,Tony - Tough Cocky,1.39,-1.5,ok,
VB02,VOX_WIN_OVER_01,Syndicate - Top G,1.30,-1.5,ok,
VB03,VOX_WIN_OVER_01,Pauly - Brooklyn Wise Guy,1.35,-2.0,ok,
VB04,VOX_WIN_OVER_01,Dante - Dark Mafia,1.49,-1.5,ok,
VB05,VOX_WIN_OVER_01,David - Deep Southern,1.30,-1.5,ok,
VB06,VOX_WIN_OVER_01,Antonio - Grumpy Grandpa,1.30,-1.5,ok,
VB07,VOX_WIN_OVER_01,Jerry B. - NY Italian,1.30,-1.5,ok,
VB08,VOX_WIN_OVER_01,Austin - Deep Raspy,1.25,-1.5,ok,
VB01,VOX_WIN_OVER_02,Tony - Tough Cocky,1.11,-1.5,ok,
VB02,VOX_WIN_OVER_02,Syndicate - Top G,1.02,-1.8,ok,
VB03,VOX_WIN_OVER_02,Pauly - Brooklyn Wise Guy,1.39,-3.6,ok,
VB04,VOX_WIN_OVER_02,Dante - Dark Mafia,1.44,-1.5,ok,
VB05,VOX_WIN_OVER_02,David - Deep Southern,1.11,-3.0,ok,
VB06,VOX_WIN_OVER_02,Antonio - Grumpy Grandpa,1.16,-1.5,ok,
VB07,VOX_WIN_OVER_02,Jerry B. - NY Italian,1.07,-1.6,ok,
VB08,VOX_WIN_OVER_02,Austin - Deep Raspy,1.07,-1.5,ok,
VB01,VOX_WIN_OVER_03,Tony - Tough Cocky,1.58,-1.5,ok,
VB02,VOX_WIN_OVER_03,Syndicate - Top G,1.49,-2.0,ok,
VB03,VOX_WIN_OVER_03,Pauly - Brooklyn Wise Guy,1.90,-2.5,ok,
VB04,VOX_WIN_OVER_03,Dante - Dark Mafia,1.76,-1.5,ok,
VB05,VOX_WIN_OVER_03,David - Deep Southern,1.53,-1.5,ok,
VB06,VOX_WIN_OVER_03,Antonio - Grumpy Grandpa,1.90,-1.5,ok,
VB07,VOX_WIN_OVER_03,Jerry B. - NY Italian,1.21,-1.5,ok,
VB08,VOX_WIN_OVER_03,Austin - Deep Raspy,1.39,-1.5,ok,
